geo_id,present_number_of_apartments_2005_present,present_number_of_apartments_1985_2004,present_number_of_apartments_1965_1984,present_number_of_apartments_1945_1964,present_number_of_apartments_before_1945,present_number_of_terraced_houses_2005_present,present_number_of_terraced_houses_1985_2004,present_number_of_terraced_houses_1965_1984,present_number_of_terraced_houses_1945_1964,present_number_of_terraced_houses_before_1945,present_number_of_semi_detached_houses_2005_present,present_number_of_semi_detached_houses_1985_2004,present_number_of_semi_detached_houses_1965_1984,present_number_of_semi_detached_houses_1945_1964,present_number_of_semi_detached_houses_before_1945,present_number_of_detached_houses_2005_present,present_number_of_detached_houses_1985_2004,present_number_of_detached_houses_1965_1984,present_number_of_detached_houses_1945_1964,present_number_of_detached_houses_before_1945,typical_useful_demand_for_space_heating_apartments_2005_present,typical_useful_demand_for_space_heating_apartments_1985_2004,typical_useful_demand_for_space_heating_apartments_1965_1984,typical_useful_demand_for_space_heating_apartments_1945_1964,typical_useful_demand_for_space_heating_apartments_before_1945,typical_useful_demand_for_space_heating_terraced_houses_2005_present,typical_useful_demand_for_space_heating_terraced_houses_1985_2004,typical_useful_demand_for_space_heating_terraced_houses_1965_1984,typical_useful_demand_for_space_heating_terraced_houses_1945_1964,typical_useful_demand_for_space_heating_terraced_houses_before_1945,typical_useful_demand_for_space_heating_semi_detached_houses_2005_present,typical_useful_demand_for_space_heating_semi_detached_houses_1985_2004,typical_useful_demand_for_space_heating_semi_detached_houses_1965_1984,typical_useful_demand_for_space_heating_semi_detached_houses_1945_1964,typical_useful_demand_for_space_heating_semi_detached_houses_before_1945,typical_useful_demand_for_space_heating_detached_houses_2005_present,typical_useful_demand_for_space_heating_detached_houses_1985_2004,typical_useful_demand_for_space_heating_detached_houses_1965_1984,typical_useful_demand_for_space_heating_detached_houses_1945_1964,typical_useful_demand_for_space_heating_detached_houses_before_1945,present_share_of_apartments_2005_present_in_useful_demand_for_space_heating,present_share_of_apartments_1985_2004_in_useful_demand_for_space_heating,present_share_of_apartments_1965_1984_in_useful_demand_for_space_heating,present_share_of_apartments_1945_1964_in_useful_demand_for_space_heating,present_share_of_apartments_before_1945_in_useful_demand_for_space_heating,present_share_of_terraced_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_terraced_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_terraced_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_semi_detached_houses_before_1945_in_useful_demand_for_space_heating,present_share_of_detached_houses_2005_present_in_useful_demand_for_space_heating,present_share_of_detached_houses_1985_2004_in_useful_demand_for_space_heating,present_share_of_detached_houses_1965_1984_in_useful_demand_for_space_heating,present_share_of_detached_houses_1945_1964_in_useful_demand_for_space_heating,present_share_of_detached_houses_before_1945_in_useful_demand_for_space_heating,typical_useful_demand_for_space_heating_buildings_present,present_number_of_buildings,interconnector_capacity
GM0629,376,916,1258,543,244,109,399,1327,776,1597,93,217,704,488,1682,117,190,197,244,753,120.2466082,152.3188259,177.2682019,230.929831,213.574424,114.0020439,169.5657433,185.3406151,185.8500067,262.028604,112.8368238,169.2640936,201.2513555,247.8571761,299.4680565,98.82577576,156.3036225,205.3704293,264.7965695,301.6385736,0.03312194,0.07604218,0.09787509,0.04777603,0.0236269,0.00997457,0.03263978,0.10843416,0.06011544,0.12375461,0.00882823,0.01794894,0.05881638,0.038757,0.1342492,0.01111474,0.01503546,0.01791241,0.0201571,0.06381984,263.4728975,1442,60000
GM0632,1666,1699,2118,222,416,758,2472,3683,895,901,328,1406,1764,789,785,365,576,378,254,651,117.3931336,147.1355827,147.0519521,220.1986335,239.8779228,114.2021424,155.3882196,183.0677584,212.9221103,295.9994934,115.6921997,159.9910049,192.2721834,230.9770778,298.0364378,114.2708563,148.8169814,218.6281383,271.1529784,302.1172713,0.07465972,0.07341236,0.09327749,0.01006166,0.01855162,0.03523556,0.11212462,0.16528073,0.04191706,0.03831474,0.01351143,0.0643324,0.08024344,0.03990904,0.03392149,0.01541448,0.02567331,0.01837796,0.0129406,0.03284029,248.5679103,2229,60000
GM0637,3347,6748,13298,523,61,2510,9748,10093,446,142,1116,2817,3406,363,338,468,392,237,49,144,109.8404809,167.9351539,237.9862266,270.4428428,270.2337938,111.5326551,156.0076368,195.0509396,226.4951212,294.885503,115.5700599,157.0105637,211.1421412,247.4585974,298.8460245,115.0743454,146.8125726,214.1464068,241.2532575,287.6920038,0.05804157,0.12068433,0.23793428,0.00961495,0.0010871,0.04400751,0.1729865,0.17873936,0.00821089,0.00258689,0.01890444,0.0504641,0.06086139,0.0069232,0.0063471,0.0081758,0.00689104,0.00407219,0.00090184,0.00256552,209.3941687,4582,60000
GM0638,268,233,190,8,36,105,327,816,168,99,74,162,375,99,200,51,75,71,28,145,107.4502482,121.492743,208.5219082,173.3538293,294.3609272,117.4369052,165.6418598,193.1486088,205.5192339,271.4935869,116.3402053,174.1483826,207.3357613,205.6336783,298.1138983,118,150.1740755,205.1737022,264.4063681,339.7680663,0.07387148,0.06239842,0.05138681,0.00233118,0.00929715,0.02768467,0.09456261,0.23717597,0.04533503,0.02455684,0.02106623,0.0459648,0.10954587,0.02773981,0.05753291,0.01428528,0.02332341,0.02163796,0.00819577,0.0421078,273.2346953,518,60000
GM0642,804,1382,3730,2041,72,184,1618,3340,1955,623,74,788,1552,1126,587,42,145,205,97,184,131.4213706,170.2141667,162.5975491,236.4465374,233.931343,116.6209194,165.3727993,200.4952374,237.4109905,276.2676732,114.9072205,174.0194403,212.7870159,250.5855028,299.3834755,126.7787688,158.5496013,213.7973086,282.1563007,308.349205,0.04084669,0.06930913,0.18247038,0.10184489,0.00364072,0.00918301,0.07640134,0.16007935,0.09297329,0.0295285,0.00382113,0.03831081,0.07422702,0.05475984,0.02780868,0.00206119,0.00760678,0.01093487,0.00476573,0.00942665,234.6205932,2579,60000
GM0654,410,223,60,9,6,144,439,1092,194,225,224,707,1099,528,629,365,627,764,471,1531,118.8020964,146.2275617,144.7008213,240.8424554,262.1130717,115.6119239,177.4915626,206.9065907,250.9600604,268.4452318,116.6162846,171.023689,220.6111301,268.4717064,300.8920052,119.5017307,154.0816312,218.7475481,289.06509,305.967053,0.04022093,0.02331529,0.00547666,0.00087969,0.00070376,0.01441571,0.04530483,0.10705966,0.02164274,0.02458238,0.02210007,0.06843825,0.10765909,0.05597761,0.06782783,0.03684538,0.05976086,0.07435899,0.04926317,0.1741671,244.165335,1392,60000
GM0664,1142,950,1177,853,370,548,1049,2495,861,890,538,1046,1527,703,1317,351,1093,477,303,780,126.5293915,179.2818561,234.6751866,239.6313327,242.1246032,114.1939596,165.1710322,185.7113604,252.3855003,282.2964834,116.6097834,165.0966386,200.4616816,263.6088912,298.5294377,117.4217738,146.9190831,222.8691771,279.4368875,297.5887342,0.07309219,0.04983822,0.06189302,0.04373529,0.02019118,0.03441219,0.05600276,0.13633885,0.04542807,0.04795844,0.03050129,0.05441447,0.08139646,0.03654453,0.07066073,0.01991076,0.05667233,0.02429277,0.01598278,0.04073367,245.3264088,2570,60000
GM0668,350,211,216,93,100,261,431,483,123,37,335,563,1036,413,260,283,513,788,523,1166,122.2907579,136.1333181,179.8231868,246.7215174,265.8850768,116.5287862,145.1237419,178.2714735,222.5851053,248.8544774,121.1595575,149.0690979,199.2236298,262.4546584,310.849996,132.9951925,149.8884726,227.3446017,286.5887008,307.82382,0.04054927,0.02322439,0.02605082,0.0076817,0.01104299,0.02682228,0.05549343,0.06019588,0.01547734,0.00452417,0.03734582,0.07371811,0.12878459,0.05181511,0.03319766,0.03089503,0.06619425,0.09732421,0.06459169,0.14507126,287.1700803,642,60000
GM0677,389,475,222,144,108,153,378,1339,425,392,278,687,1498,802,788,479,1536,1211,580,1640,116.7508821,142.2808934,147.7139011,137.4427747,208.7811074,114.5802998,149.4730152,177.5035023,250.667019,303.2090674,112.7574538,162.6937428,204.5748883,279.7789691,332.4314477,115.0893414,150.996368,225.6126842,297.8462471,320.633673,0.03218436,0.03457451,0.01576654,0.01055727,0.00823009,0.011454,0.02711557,0.10012268,0.0316516,0.02819282,0.02226616,0.04965565,0.10999337,0.05883447,0.05899459,0.03764124,0.11034794,0.0896486,0.04297021,0.11979833,290.498376,1286,60000
GM0678,164,147,171,2,2,233,235,639,126,98,228,364,563,388,454,262,458,240,168,472,138.5590814,154.0625598,172.9283928,358,0,118.4621819,156.7693557,196.1647876,242.8809761,264.2217962,116.2984159,163.9363217,209.2474282,275.8294627,303.932882,112.8071171,142.7060129,210.821751,292.3370018,292.0610527,0.03077099,0.0250376,0.03068323,0.00046396,0.00029573,0.03832482,0.04376489,0.12527477,0.02522328,0.01704936,0.03650096,0.06801418,0.10758642,0.07127987,0.08684523,0.04402426,0.08398532,0.04559699,0.03140172,0.08787642,268.4244678,882,60000
GM0687,1056,1952,2340,770,832,482,1138,3927,1025,2428,558,1074,1865,786,1338,274,777,505,210,421,129.7102148,161.364117,159.5100035,216.3089273,246.0395313,114.8283456,156.501821,175.9448842,196.1590585,277.1032761,118.5313128,155.5680173,190.2764125,218.4306424,309.8922678,116.5494851,143.7090959,213.8646958,269.6648143,306.3058831,0.04085645,0.08586755,0.10046707,0.03036264,0.03396037,0.02030172,0.05106985,0.16699787,0.04261849,0.09881265,0.0229134,0.04983131,0.07756835,0.03116795,0.05469093,0.01126487,0.03574189,0.02015106,0.00851582,0.01683976,273.4938955,3722,60000
GM0703,530,200,404,28,51,183,316,828,516,239,293,560,970,771,899,292,684,398,302,768,120.8816414,147.5634687,218.0429813,272.8631436,195.6978357,112.8675374,152.0160329,200.7952781,262.8955251,286.5163848,114.6368233,160.7690788,222.3356764,269.1570383,310.4177168,114.1534021,143.2615319,223.6724849,299.3513788,323.7065336,0.0530737,0.02250789,0.0488483,0.00287914,0.00471083,0.01754039,0.03701752,0.08867493,0.05645251,0.02338887,0.0286893,0.06699847,0.10585717,0.08414421,0.09708356,0.02822284,0.07728538,0.04250369,0.03152214,0.08259916,281.048498,1239,60000
GM0715,777,1619,2256,173,112,311,1101,4052,1651,1598,432,1320,2673,1347,1703,493,1427,1359,624,1907,115.3766924,169.7551021,181.8039578,162.1849128,249.4747924,116.8848543,154.3062037,189.7770793,248.3501975,287.4738416,117.7655377,155.604742,210.0983567,267.8218619,305.4715872,117.1420997,151.4056409,223.3383535,302.2798871,309.1079454,0.02603279,0.06133618,0.08259897,0.00638564,0.00388112,0.0107145,0.0435465,0.14506038,0.06068788,0.06073305,0.01448386,0.05038045,0.09637921,0.05189351,0.06448078,0.01639337,0.05588812,0.05045403,0.02353984,0.07512982,251.4562311,3946,60000
GM0716,481,304,289,24,17,310,619,1547,379,1133,309,706,1177,508,926,275,611,398,258,680,96.06941681,168.3828425,216.6787386,375.8217822,235.9198891,115.7232111,145.2446313,195.0545129,253.3147916,272.7624997,116.8199759,156.5820352,213.0309391,266.5433288,306.9533467,118.0295668,148.6446768,231.0285555,292.3164143,308.5550896,0.04848724,0.02587449,0.02594705,0.00302798,0.0016175,0.0299373,0.05458728,0.14284756,0.03482272,0.10459991,0.02859294,0.06248929,0.10615699,0.04703046,0.08216693,0.02578089,0.05629987,0.03491484,0.02299063,0.06182813,245.477634,2095,60000
GM0717,368,234,353,135,128,137,300,1191,447,248,276,680,1132,722,569,408,795,1169,478,1164,112.5313188,150.3220194,193.1259386,254.303422,221.2421398,117.2549163,150.1906992,178.1355408,246.1785608,269.3795908,116.9484017,156.9409957,206.1629069,267.20828,300.3828505,118.8043598,155.8242147,223.6971784,279.4233687,306.7832985,0.0370282,0.01853514,0.03110965,0.01299869,0.01339836,0.01384335,0.02613234,0.10372756,0.04127276,0.02333812,0.0284276,0.0592916,0.10253845,0.06546,0.05037628,0.03935341,0.07193297,0.10905575,0.04442555,0.10775422,291.0873012,5509,60000
GM0718,722,1704,2606,1923,1278,410,1233,3543,1623,1741,162,675,1721,1008,841,118,443,429,305,240,123.7348517,166.3570274,213.7342329,239.8401515,261.7971095,114.6196389,145.8772916,180.0597897,203.9394845,279.0400821,114.4737771,152.4440453,199.189236,220.5415265,286.4159576,118.2762378,134.0615022,216.5806906,283.4300984,300.33318,0.03336397,0.06772148,0.11876588,0.08945111,0.0534206,0.01718678,0.05479188,0.15379872,0.07349016,0.07627006,0.00674963,0.03098643,0.07391003,0.04626314,0.03678576,0.00481247,0.01905439,0.01845352,0.01425407,0.01046992,284.8776017,3586,60000
GM0736,995,1218,965,152,225,455,2135,3472,1012,162,318,1009,1934,1068,568,287,681,804,352,615,121.4763743,157.2680682,165.472989,172.794009,229.819425,118.0925519,167.4533331,190.7213575,202.9568976,268.18345,121.2059363,166.1653946,202.8559596,239.3757127,288.8522943,114.0624496,157.9134508,213.7101778,269.2051736,292.6391604,0.05901883,0.06878506,0.05388616,0.00835842,0.01231759,0.02531312,0.11566662,0.18358633,0.05393606,0.00862089,0.01724029,0.05528386,0.10516587,0.05628838,0.03075694,0.01514443,0.03597957,0.04226851,0.01967969,0.03270338,254.347522,3199,60000
GM0737,357,858,133,122,96,146,363,1682,525,47,394,1005,1820,656,262,481,1313,923,551,2308,111.1299426,157.0823404,185.6806789,275.3543346,205.220038,112.4455862,171.9260875,207.9548986,209.1850582,312.9550749,116.0985454,160.7511482,214.1920704,235.4472042,279.8898031,68.79165579,151.25691,216.9396955,281.2366417,304.7712193,0.02931097,0.06444805,0.00995138,0.00976733,0.00700805,0.01186226,0.02636016,0.11403009,0.03629897,0.00260618,0.03152656,0.07203039,0.12043008,0.04609613,0.0191356,0.04035318,0.09380088,0.06121973,0.0366682,0.16709581,276.9185749,1684,60000
GM0743,269,326,264,34,37,162,488,952,249,58,144,555,842,337,198,236,480,535,383,338,112.2049775,157.0788149,167.1996765,167.1861091,118,108.8258258,168.2152545,189.0509498,204.5868052,319.1116334,111.9795368,166.8837761,200.5770477,245.4805287,313.5555713,118.7092115,157.7130784,223.4721703,270.6206856,297.0310923,0.04041202,0.03509853,0.04118459,0.00508356,0.00700659,0.02538424,0.07334315,0.14123616,0.03862563,0.00816603,0.02252196,0.07843881,0.12376615,0.05340826,0.02729478,0.0347546,0.07011351,0.07377999,0.05387671,0.04650473,260.9786859,711,60000
GM0744,86,107,63,15,62,101,163,261,47,37,104,145,283,125,105,110,234,365,209,272,97.42347087,95.92735721,204.6960748,214.3586094,289.5447979,115.8967909,118.2200604,187.899601,250.271585,254.1690731,118.4275778,156.0150594,220.770971,249.0862567,315.5463277,114.7179395,161.8844696,236.0787117,296.0421042,311.5219362,0.02865357,0.03549659,0.02232715,0.00587515,0.02233063,0.03339969,0.05685151,0.09059793,0.01596501,0.01246553,0.03457315,0.04973495,0.09958489,0.04113217,0.03806305,0.03490681,0.08319126,0.12880907,0.07228163,0.09376026,291.0400817,1400,60000
GM0748,1743,2044,3549,886,703,934,2578,4195,1539,2763,431,1339,2455,1158,1269,405,874,948,374,589,108.7585516,151.8719967,204.6993229,176.2229374,231.3062454,112.6225253,160.7552745,177.0263118,202.6210363,276.5378561,114.7441452,163.0500824,198.435388,236.0728572,288.9019221,114.4987624,153.4135323,213.5178054,264.6270397,294.1576007,0.05150513,0.06209035,0.12337109,0.03071245,0.02197496,0.02772333,0.08700793,0.14076222,0.04689093,0.09028612,0.01212521,0.04414754,0.08180581,0.03584618,0.04214487,0.01237857,0.02912553,0.02950608,0.01172617,0.01886953,253.8935102,5683,60000
GM0753,391,1251,714,131,14,368,2079,1617,1067,35,331,1183,983,623,220,154,828,363,230,109,99.99600219,144.6298534,171.1579149,241.6950029,118,111.1799022,154.8015029,200.0048216,236.832606,286.6412804,114.3288754,159.2306117,206.834418,265.501509,301.7101888,108.097835,150.7574371,212.4062692,280.7601768,263.5699026,0.03536181,0.10264869,0.05448545,0.00991303,0.00096028,0.03358608,0.1577511,0.12337061,0.08803259,0.00250425,0.03128096,0.08845042,0.07703678,0.04988214,0.01510887,0.01331083,0.06250613,0.02780401,0.01820125,0.00780472,241.0954557,1349,60000
GM0755,217,175,96,15,29,282,128,113,17,11,281,334,624,111,115,212,365,597,307,212,117.3648254,197.173093,204.3277926,234.9046729,249.1716227,115.5787041,165.4560916,214.505794,254.7542503,225.67,113.8953511,170.935622,212.0692662,263.4687272,319.307389,118.0156807,156.801517,226.3930929,300.3012041,315.9604588,0.04958166,0.04093442,0.02442731,0.00371424,0.00704896,0.06723333,0.02758103,0.02941824,0.00331844,0.00334016,0.06557774,0.07431428,0.14828283,0.02505601,0.02862725,0.05076182,0.08370666,0.14012189,0.07677294,0.05018079,255.8369036,252,60000
GM0756,818,650,292,120,159,294,821,980,300,132,296,949,1549,708,380,288,965,1348,803,696,106.0635211,134.7178677,174.4074907,249.4043377,268.3889162,103.0992529,133.4180947,180.0720635,233.2101162,266.6864048,108.3148932,147.9118034,196.0466389,256.5707021,272.6000536,116.9259796,144.8302038,211.398148,276.6713252,303.3101683,0.06841607,0.05243954,0.0213408,0.0091029,0.01427919,0.02578012,0.0663336,0.07681464,0.02383827,0.01015181,0.02713245,0.07647133,0.11974225,0.05638107,0.02940417,0.02297754,0.07486062,0.10825433,0.06267392,0.05360538,252.9450185,0,60000
GM0757,790,970,1075,360,378,357,846,2288,460,234,152,679,1648,602,526,163,529,654,269,429,120.7404721,179.0980418,211.5940302,174.7253604,235.2101752,109.8324002,166.0847787,180.957485,184.7676177,292.4958731,117.855164,166.9303626,202.4892138,234.943008,299.7318107,113.4434582,146.0582798,208.5711089,260.8283131,276.4607121,0.06168411,0.06895706,0.08041853,0.02666801,0.02889907,0.02727729,0.06301778,0.1713425,0.0336398,0.01666584,0.01158808,0.05164309,0.12116842,0.04385595,0.04017092,0.0124821,0.04071185,0.04820574,0.01970533,0.03189853,283.392183,1271,60000
GM0758,7419,8157,9833,3889,3217,1699,7622,9416,5489,6257,846,3619,4846,2767,3086,845,1584,2011,817,1185,118.2644971,160.9976855,198.2022997,222.0150543,253.67941,113.5429413,153.9777637,189.9547449,229.4320105,273.0012539,115.4977748,164.1020544,211.5930871,257.2776112,301.363427,113.2949194,153.3973119,218.841018,281.5185294,296.2409191,0.08220894,0.09473064,0.11794779,0.04712913,0.03782252,0.01924617,0.09068074,0.11213993,0.06768378,0.07667705,0.00959032,0.04295321,0.05652811,0.03256205,0.03754854,0.00935751,0.0177068,0.02384501,0.00960556,0.0140362,228.4140007,12414,60000
GM0762,710,594,404,103,48,384,1044,1819,324,37,340,1090,1732,893,315,373,925,1283,969,502,83.55385126,155.566599,186.9947139,174.2148923,208.7209253,108.7733814,158.8634926,167.7894385,234.1353922,229.0941935,120.5490709,160.573497,197.0104089,242.5150092,295.86695,121.882375,149.767049,223.2232218,291.5747032,287.6690741,0.06217344,0.04216189,0.02808687,0.00740665,0.0036085,0.03177203,0.07489458,0.12808113,0.02251063,0.00249564,0.02712506,0.07467943,0.11971971,0.06419579,0.02312184,0.0306179,0.06380753,0.08906414,0.06941935,0.03505789,259.3262709,905,60000
GM0765,75,162,139,51,219,25,84,672,307,41,116,347,733,456,242,99,520,271,159,1025,118,135.2947035,193.8016912,235.0092413,208.287207,122.1694764,180.0770116,219.2852616,258.0551783,296.650666,123.6480571,177.005001,233.616536,259.3132301,315.8910116,126.9236422,161.2410475,213.9407386,291.8030568,326.649998,0.00733863,0.02669421,0.02110672,0.00876507,0.03424451,0.00295985,0.01369846,0.12138453,0.05345477,0.0078923,0.01411335,0.06268099,0.13178066,0.08056295,0.04493453,0.01254442,0.09001296,0.05222318,0.02801598,0.18559193,257.4113488,499,60000
GM0766,382,572,654,11,66,563,1128,1865,478,152,401,706,1104,732,515,179,465,558,234,547,105.9702057,106.7646049,174.5340368,166.159641,236.2093124,110.6062698,148.970545,182.8828743,221.0199078,306.4525199,115.6639501,162.141786,203.4680971,252.5580207,300.2494995,120.3392012,160.8089621,210.1406007,278.0470459,305.6132537,0.03449608,0.04754997,0.05894607,0.00109849,0.00565988,0.0498733,0.09251448,0.16804109,0.0432205,0.01370712,0.03460384,0.06131724,0.0996862,0.06434142,0.04651598,0.01640419,0.0426808,0.05075896,0.0198393,0.04874509,259.8833517,1165,60000
GM0770,437,328,188,140,219,304,510,753,65,13,340,608,1200,349,163,290,588,1008,606,284,106.9685269,128.6593594,147.0955545,199.6799285,282.2409892,114.8609555,151.477297,194.1381162,257.7550063,166.9057705,115.5562974,160.5285017,198.0490058,254.9778994,300.7297523,115.4798723,152.9686317,213.4317993,271.9196011,318.3051376,0.05348718,0.03864952,0.01994516,0.01773565,0.02648699,0.03702881,0.06638936,0.08629932,0.00639814,0.00176539,0.03904704,0.07755645,0.14306735,0.03752212,0.02134919,0.03139866,0.0714545,0.12521636,0.06504398,0.03415883,255.6439933,1056,60000
GM0772,8460,10633,13515,7895,3388,3537,8689,14155,11939,8657,1340,3240,5148,4351,3692,738,2015,706,366,515,116.2341392,156.0170771,198.2487839,233.1017168,206.0609751,113.4895241,153.4534397,201.5753037,225.9199254,251.2998711,118.3700725,159.8697105,209.1913207,240.5177241,277.809291,116.2840473,147.9266916,205.022538,259.4226714,282.205429,0.06837513,0.09544601,0.11947121,0.07070577,0.02656076,0.02845513,0.07872634,0.12789923,0.1083963,0.07828718,0.01052827,0.02931804,0.04608983,0.03920622,0.03365249,0.00578528,0.01866191,0.00644969,0.0034017,0.00458351,234.0933835,14530,60000
GM0777,1241,1396,611,75,102,1118,2514,3907,969,56,531,1289,1837,710,124,336,809,759,376,301,93.71097454,133.5955771,157.3786368,145.3090166,278.0495464,111.9241584,144.4864581,187.7537315,223.9364929,262.4621853,116.2024729,154.3063436,207.0219129,251.08825,319.1365878,113.7955615,149.1399311,215.6652349,272.6774716,309.7339681,0.06401317,0.07364496,0.03201924,0.00331041,0.00432241,0.05509369,0.13449964,0.20920267,0.05123128,0.00275614,0.02533585,0.06790554,0.09807439,0.03699177,0.00657528,0.01535297,0.04357837,0.04012084,0.0197727,0.01619868,193.9869313,2104,60000
GM0779,568,725,413,55,71,364,777,1816,517,275,166,530,1347,542,344,69,253,351,136,310,133.8184799,167.9273742,229.7929831,236.3186279,265.3012145,117.4385314,169.6643048,169.0241668,178.0415865,247.660172,117.9740969,181.8610437,185.6876366,204.7748936,293.2066105,117.3104709,158.5425395,211.9830067,255.0106093,316.7035606,0.05116991,0.07105811,0.04714446,0.00540173,0.00676744,0.03508067,0.08003977,0.19186217,0.05558319,0.02870821,0.01577394,0.05666702,0.14108495,0.05726534,0.03587177,0.0062111,0.02710689,0.03749052,0.01510993,0.03460288,273.2338265,1013,60000
GM0784,666,532,326,12,68,422,1052,1897,599,83,253,730,1290,841,455,239,603,449,250,540,102.299912,133.5877479,149.7944179,358,240.3195317,111.7516116,154.0608223,165.0510553,188.9955733,290.3651145,115.066197,161.2974002,180.9700595,218.7470853,310.5081404,114.919004,153.6717806,225.3137497,275.4181446,306.2595333,0.06322951,0.04471531,0.02786396,0.00098223,0.00607705,0.03571792,0.09173539,0.17089926,0.05257628,0.0078003,0.02053664,0.06560313,0.11667997,0.07123814,0.04177951,0.01942245,0.05224928,0.03961541,0.02169192,0.04958634,269.254137,1491,60000
GM0785,515,408,631,32,42,441,1073,1872,319,222,243,614,1479,587,369,190,364,543,188,229,103.7472014,110.1052119,134.7686035,246.2834738,196.3414888,112.5592961,144.38729,177.9832233,207.4484955,273.3051142,119.140058,158.041221,197.738515,246.8362086,303.5956897,122.7453495,155.0464078,216.5115042,267.5649105,328.5643448,0.04979664,0.03951885,0.05532723,0.00312625,0.00442027,0.04677366,0.10639134,0.18425064,0.02846633,0.02146459,0.02587041,0.05985472,0.14379991,0.05314679,0.03549461,0.0192471,0.03349209,0.05093981,0.01705063,0.02156813,276.9352268,733,60000
GM0786,361,165,235,69,156,71,355,982,359,114,43,372,785,325,122,44,241,324,151,185,115.2681545,150.4226222,186.3739407,231.3461233,283.6882515,115.0268965,150.5928763,190.6329553,193.5873649,311.4768191,115.6182707,162.314304,202.889902,216.6280657,297.2986491,118,147.6230695,230.2067303,289.5560499,294.3631581,0.05259238,0.02992128,0.04607187,0.01186483,0.02721295,0.00944489,0.07035949,0.18185935,0.06413266,0.02176882,0.00583476,0.06940174,0.14624606,0.05921418,0.02516532,0.0061704,0.04553561,0.06179037,0.02956634,0.0358467,252.9450185,0,60000
GM0794,2391,3591,2572,1373,223,1969,6931,5075,2845,1206,837,3460,2458,1738,997,478,1329,576,389,431,104.5611753,164.3864374,153.4972013,222.1413086,216.5156708,110.6657467,152.740701,172.6102135,198.8569627,244.2951668,115.2250158,157.5897235,196.0276306,226.8148929,281.7986023,115.7934219,145.5636403,216.1628396,277.630675,313.2529548,0.05665715,0.0936278,0.06248275,0.03545795,0.00554955,0.04566408,0.16491104,0.12588226,0.072253,0.03058384,0.01895917,0.08200792,0.06103027,0.04275969,0.02452634,0.01135248,0.03098105,0.01428621,0.00981867,0.01120878,237.9849884,4496,60000
GM0796,5948,7288,7138,4075,3807,3349,5902,9728,4018,2552,1650,3168,4921,2557,1029,751,1493,2004,1050,461,119.6708277,153.2924148,192.0695252,221.143222,253.5335747,113.6375512,162.9691588,179.3142926,183.314493,263.7770371,117.1112334,169.260961,195.6676084,223.2033333,305.2720741,118.3969469,156.5891621,209.9919001,269.7906029,300.4245937,0.08014221,0.10656617,0.09626518,0.0548132,0.05234487,0.04565492,0.08309772,0.13212458,0.05491247,0.03508696,0.02293364,0.04349376,0.0664479,0.03444312,0.01406373,0.01004941,0.02050445,0.02649136,0.01426738,0.00629697,215.6067989,8502,60000
GM0797,977,1248,392,108,71,617,1702,3374,1148,173,503,1299,2103,1383,402,451,1048,928,504,762,101.7369439,133.4366337,155.7234073,254.9528649,206.9452113,115.0253381,158.820134,169.8157632,232.3181396,277.3015562,117.2509864,160.5892543,190.0690238,266.6346488,290.7063172,116.0220992,150.900417,217.5617099,286.5170797,305.5955878,0.06243932,0.0690265,0.02006718,0.00559972,0.0037648,0.03204103,0.08431712,0.17535773,0.05955566,0.0080479,0.02431647,0.06445097,0.11038569,0.07036412,0.02026254,0.02203088,0.058427,0.04618991,0.02539322,0.03796224,247.6683929,2069,60000
GM0798,286,227,69,119,32,181,493,602,110,75,248,590,839,369,217,230,572,686,446,307,95.79653507,110.8149188,139.7335625,335.1078838,130.5833809,113.2683324,153.5092087,175.4405899,224.6579593,286.3166596,117.0604584,159.596597,201.2570497,258.0379139,293.6529153,118.8761655,151.7725365,217.6429294,265.8106348,278.3499412,0.03714281,0.02977706,0.00829377,0.01981987,0.00493235,0.02946745,0.07245776,0.08291031,0.01463662,0.0095929,0.03757505,0.0902825,0.11980222,0.05205487,0.03195353,0.03681552,0.094471,0.11107984,0.0688555,0.04807907,268.3014309,1074,60000
GM0809,685,567,391,31,30,300,1020,1440,510,112,236,680,1294,692,458,141,449,642,285,345,107.29103,148.5882089,146.8898594,235.0743672,192.6300529,115.0643056,164.6067567,187.2769164,224.5298571,310.4677676,117.0918308,169.9622862,208.8562264,252.5238236,310.8846595,116.3694494,154.8316789,221.7305917,283.2254184,307.0678143,0.06543332,0.0582578,0.03603393,0.00292735,0.0029657,0.02998057,0.10580271,0.13756228,0.04812742,0.01070891,0.02348464,0.06714565,0.12553836,0.0640908,0.04507416,0.01471795,0.04482999,0.05835859,0.02557447,0.0333854,249.9449254,1093,60000
