geo_id,households_number_of_apartments_2005,households_number_of_apartments_1985_2004,households_number_of_apartments_1965_1984,households_number_of_apartments_1945_1964,households_number_of_apartments_1945,households_number_of_terraced_2005,households_number_of_terraced_1985_2004,households_number_of_terraced_1965_1984,households_number_of_terraced_1945_1964,households_number_of_terraced_1945,households_number_of_semi_detached_2005,households_number_of_semi_detached_1985_2004,households_number_of_semi_detached_1965_1984,households_number_of_semi_detached_1945_1964,households_number_of_semi_detached_1945,households_number_of_detached_2005,households_number_of_detached_1985_2004,households_number_of_detached_1965_1984,households_number_of_detached_1945_1964,households_number_of_detached_1945,input_households_insulation_level_apartments_2005,input_households_insulation_level_apartments_1985_2004,input_households_insulation_level_apartments_1965_1984,input_households_insulation_level_apartments_1945_1964,input_households_insulation_level_apartments_1945,input_households_insulation_level_terraced_2005,input_households_insulation_level_terraced_1985_2004,input_households_insulation_level_terraced_1965_1984,input_households_insulation_level_terraced_1945_1964,input_households_insulation_level_terraced_1945,input_households_insulation_level_semi_detached_2005,input_households_insulation_level_semi_detached_1985_2004,input_households_insulation_level_semi_detached_1965_1984,input_households_insulation_level_semi_detached_1945_1964,input_households_insulation_level_semi_detached_1945,input_households_insulation_level_detached_2005,input_households_insulation_level_detached_1985_2004,input_households_insulation_level_detached_1965_1984,input_households_insulation_level_detached_1945_1964,input_households_insulation_level_detached_1945,input_households_share_of_useful_demand_for_space_heating_apartments_2005,input_households_share_of_useful_demand_for_space_heating_apartments_1985_2004,input_households_share_of_useful_demand_for_space_heating_apartments_1965_1984,input_households_share_of_useful_demand_for_space_heating_apartments_1945_1964,input_households_share_of_useful_demand_for_space_heating_apartments_1945,input_households_share_of_useful_demand_for_space_heating_terraced_2005,input_households_share_of_useful_demand_for_space_heating_terraced_1985_2004,input_households_share_of_useful_demand_for_space_heating_terraced_1965_1984,input_households_share_of_useful_demand_for_space_heating_terraced_1945_1964,input_households_share_of_useful_demand_for_space_heating_terraced_1945,input_households_share_of_useful_demand_for_space_heating_semi_detached_2005,input_households_share_of_useful_demand_for_space_heating_semi_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_semi_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945,input_households_share_of_useful_demand_for_space_heating_detached_2005,input_households_share_of_useful_demand_for_space_heating_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_detached_1945,input_buildings_insulation_level,number_of_buildings
GM0396,1579,1089,2099,966,22,1205,2127,2233,1604,89,483,896,1063,853,166,150,314,333,134,158,132.9853025,155.8898539,181.269087,232.8685731,300.3110151,118.9440136,164.8204901,198.6702818,209.2020178,264.2776506,120.8275204,165.2041703,214.6553974,236.3678976,282.7208979,130.7561917,147.0542494,222.955203,266.1080784,279.4789722,10.19620249,6.110621868,11.51140868,5.351004214,0.165634333,7.561700742,12.19436454,12.0480554,8.434131493,0.626911397,3.033898454,5.25341272,5.649160213,4.580382136,1.072796467,0.962170055,1.802127106,1.758876169,0.724417696,0.962723826,244.7963825,2617
GM0397,913,1058,1277,503,446,156,584,912,780,2160,72,230,446,571,1929,38,23,73,84,357,116.237165,164.6593789,261.5751051,240.6815645,261.873789,114.5344052,176.9200875,191.5773138,220.1529202,279.727119,119.9608581,176.8727594,211.1946041,248.1918724,302.8709509,112.1352353,167.4004752,219.8607941,271.5453255,302.2061284,7.439186508,8.523781159,10.08112989,4.342513663,3.742972252,1.363234135,4.49073969,7.148417512,6.073768213,16.72869611,0.713308598,1.851022876,3.48975809,4.378880993,15.13322,0.307606116,0.190361237,0.594346078,0.632621898,2.774434976,310.0021719,1780
GM0398,2099,2268,835,68,27,1395,3503,6059,164,8,1090,1498,2199,232,89,573,813,401,282,388,115.498387,128.4317206,142.8554792,199.6239541,309.9002938,116.0707751,132.7601,186.2066576,166.590381,358,118.3394151,147.5117851,202.2101514,247.6052097,265.1816412,116.255993,150.6164766,217.9720248,271.2890552,294.9312487,8.533495734,9.380823233,3.490053117,0.254146216,0.122044978,5.620217436,14.70760389,25.17696681,0.706603575,0.027800727,4.270565423,6.617263211,9.338049617,0.960271933,0.365423457,2.302936598,3.541438799,1.688814508,1.212411145,1.683069591,204.1597664,
GM0399,861,1057,633,54,60,186,649,1455,571,96,228,409,1041,724,603,199,300,364,374,910,98.24882281,126.9458821,163.8131008,216.869297,248.7356207,108.3603125,156.771382,188.1722264,236.2924174,295.0016514,113.2525779,160.1537123,200.6853033,243.3110239,295.023929,116.3746172,142.7041892,224.3685941,267.9449789,298.595955,8.43322836,10.10010182,5.866960571,0.528313791,0.561543759,1.921762138,5.601246413,12.86193162,5.128491721,0.967838515,2.406648405,3.34565245,8.826989666,7.139344332,6.169044338,2.013364325,2.538438006,3.129619983,3.680740132,8.778739652,302.2550333,1370
GM0400,1025,1244,2831,1972,299,294,1379,4966,3248,3822,279,1030,1754,1241,1353,139,645,362,153,186,123.4855924,164.7298591,161.4620448,207.6250648,223.6587763,113.1425574,167.2398834,174.7650173,180.8727896,271.429393,110.5745641,155.8393505,193.2044071,202.207997,286.6327944,106.7504173,139.4291029,225.9018426,269.2034421,327.0143935,3.273931719,4.031307342,9.014133911,6.375569589,1.001557185,0.94745565,5.13283954,19.43212835,11.81482855,12.9098205,0.888171449,3.770834778,6.610275586,4.51993648,4.727894414,0.486987196,2.525839032,1.399108985,0.544684492,0.592695247,272.7215475,5588
GM0402,2075,4046,3828,5073,2072,708,643,2513,2317,8093,325,327,1048,1073,6854,97,105,198,277,1012,119.1468855,158.7909796,177.2625518,236.9287102,259.5277637,114.8783422,145.2647035,177.1340436,208.5217279,255.8076353,115.1807893,151.6637342,191.9900305,231.7153879,285.6558104,111.7443751,150.224613,208.7429199,285.2067579,301.4304404,4.602912769,9.065416172,9.115188689,12.36190424,4.556023608,1.560418145,1.40930007,6.164401155,5.587056325,19.14568553,0.71891887,0.690280471,2.469330031,2.551845637,16.06140743,0.205612245,0.234836128,0.484491951,0.625449029,2.389521506,250.6421733,5286
GM0405,1192,3539,3440,412,588,1180,4064,7573,588,1483,850,1958,3108,429,677,419,1030,261,142,356,117.37834,130.9019047,175.8563546,149.4993377,240.7443492,109.0693182,161.7850736,180.3550546,210.8551083,283.5835918,115.833069,163.9906363,194.92788,244.1728983,299.6706119,116.8309749,148.3834837,217.5637328,292.6997696,291.0670053,3.476930466,10.65054041,10.44832166,1.214664599,1.705322202,3.634275848,12.21203854,22.47591684,1.858666541,4.424276339,2.699494516,5.840424313,9.341969894,1.384803831,1.964978851,1.20539736,3.138810667,0.811152252,0.422679401,1.089335472,249.4577889,2309
GM0406,949,2023,1953,130,163,136,955,5102,1018,422,82,580,2163,1150,1073,63,232,161,243,358,122.4105356,185.4308092,195.1369903,288.5187127,243.6400182,122.3267425,159.4998927,199.6330338,206.5780893,250.2741162,132.0014487,160.62652,207.7038203,236.5845819,281.039988,108.0964161,153.9840148,222.3066734,273.0316597,302.5594332,4.535142685,12.01183014,10.64183871,0.771252157,0.759747728,0.770328053,6.176459204,25.18773716,4.95467268,2.181489011,0.398248809,3.798135961,10.77557938,5.649800065,5.628465308,0.273829538,1.52023206,0.799537787,1.314504997,1.85116857,236.822294,1482
GM0415,291,148,191,54,21,205,357,1183,485,7,114,193,489,287,77,133,158,165,96,235,102.4944501,142.05983,162.3293274,292.5066538,256.270618,117.5558544,158.9120126,199.6075719,168.0133062,213.7706429,114.4285884,165.4581969,219.4983663,229.0848384,273.3735543,110.8039727,152.5341523,216.0098364,264.4241395,293.8809476,6.066417774,3.249719343,3.626504451,1.097459729,0.414223429,4.230164739,7.027439104,24.58940553,9.956295851,0.184319766,2.354698065,3.877764144,9.977547451,5.921677153,1.542124638,2.769704723,3.234785787,3.238754145,2.033731039,4.607263139,253.141878,660
GM0416,720,751,140,22,127,394,1346,1586,246,70,402,829,986,305,515,195,1084,537,202,1195,117.0424771,141.5026122,197.421032,262.1653666,254.3822866,116.5154592,145.796794,188.874691,209.7057911,314.1011036,116.2060245,148.2294918,197.3388823,234.8009806,311.7741703,119.633622,149.3837117,204.6714093,281.8150698,295.5030531,5.799617912,6.518706048,1.179676103,0.210394056,1.23178326,3.066133038,12.08006299,13.60036594,2.123337432,0.674351322,3.209936627,7.337984059,8.376430344,2.511064289,4.516546421,1.743495672,9.182160961,4.421667874,1.737692989,10.47859266,204.1597664,
GM0417,274,237,254,29,151,56,45,252,478,257,97,109,326,666,1030,88,142,151,181,538,116.9971271,169.34832,130.3736288,218.6276603,253.7865533,108.4327858,170.2080535,184.5919319,187.0160527,266.5258186,123.4596013,162.7450279,217.4717139,242.9677383,284.1611662,114.4141853,162.259717,203.7685317,281.2376904,284.1082072,4.175164188,4.371535063,4.369630446,0.538908879,2.71603238,1.12367507,0.910895189,5.031851053,8.554464226,5.057538962,1.98070379,2.083015897,6.759289646,11.97178628,19.62522025,1.546793016,2.887008365,2.859708857,3.475925644,9.960852799,288.4593929,710
GM0420,721,938,596,114,135,561,1050,3011,194,305,889,1221,2237,543,687,677,1562,1024,552,2057,112.6883446,136.398737,173.3731662,197.3029155,257.9593224,115.0411014,152.0100119,178.8828821,167.9209969,269.8583184,117.0963293,159.4769682,193.312694,223.6586456,292.7709305,116.269712,150.735531,221.7768322,285.9302241,300.4253835,4.035367207,4.688330978,3.095608845,0.661135466,0.710777855,3.051063784,5.386412093,15.15560826,0.834697501,1.355010953,4.935877472,6.468775869,11.49685776,2.68307128,3.410631723,3.963791667,8.813706623,5.415052956,2.915738367,10.92248334,235.6607333,2133
GM0431,179,204,249,40,4,83,714,662,197,37,97,325,343,201,140,71,208,144,85,115,98.97393123,161.6315487,190.0729468,272.9903206,,118,148.2255635,193.9352734,209.5239744,304.2976951,119.1698248,161.4019425,211.1640756,221.35131,318.9409691,121.3372506,147.4405158,229.821529,267.5802746,307.4546034,4.356193087,5.183864158,6.216269003,0.668364357,0.086922934,1.850341545,17.36486853,15.85735154,4.996227932,0.989348977,2.239841155,7.878724723,8.449183779,4.674619314,3.444032675,1.690785233,5.353591639,3.527710819,2.098879986,3.072878609,209.7897304,578
GM0432,223,156,158,109,55,114,422,751,45,9,151,320,638,190,87,138,337,343,169,479,116.2552505,155.7779649,179.4031689,196.1552775,253.6158074,116.7931552,161.0820944,196.9631155,244.657904,225.9248531,117.3661668,167.7606308,205.3890075,255.2834201,287.3962025,117.3152557,146.8075985,223.7055273,278.4102936,304.6342973,4.158225611,2.909938552,2.876638291,2.045602448,1.062824566,2.466582873,8.503909629,15.51119839,1.064925529,0.182678717,3.524155032,6.389605697,13.13380139,3.848281071,1.878575904,2.961359617,6.714992313,7.349378036,3.469214854,9.948111471,276.8050079,499
GM0437,470,321,1419,98,189,159,539,1109,267,135,110,359,364,198,212,49,104,47,19,130,116.1127123,156.2429907,147.6592326,161.4413806,250.0095232,116.6256009,164.6633665,195.2363445,208.1833938,286.8026734,117.3845537,157.3438714,201.7954761,246.58267,301.8371289,113.0095419,149.1426114,191.087185,264.1432163,317.8629337,5.639900638,5.281351593,22.37350368,1.836940994,3.212166143,2.632681561,8.797948623,17.64446927,4.396699529,2.388694894,1.680565949,5.899832446,6.039222449,3.300514361,3.500565229,0.572031961,1.555647895,0.742359006,0.308243855,2.196659926,240.9623526,1953
GM0439,2557,2894,6173,459,319,1124,7989,6365,1273,431,407,2718,2214,570,142,272,493,252,43,101,117.5779907,127.6740381,142.9612748,165.6417829,238.3580851,114.8396643,137.6058698,181.1192835,224.287544,273.5198436,117.1932241,151.882461,193.1664018,236.962484,283.9094791,116.6060364,139.7384773,218.7455544,320.4419664,287.4371371,6.636493819,8.045285114,16.28279166,1.185393164,0.818512911,2.94957286,21.88338023,17.55781694,3.560618868,1.183559665,1.082652256,7.57808937,6.079305037,1.552569374,0.370648309,0.69105586,1.408668581,0.741549266,0.118816507,0.273220218,215.1733224,3651
GM0441,562,1515,603,67,229,411,1558,4174,428,251,381,1411,2302,578,688,460,1253,1151,696,1658,116.6981464,137.8024043,201.3202229,174.1155108,243.3307168,115.9315106,148.4863456,194.6897769,221.2109943,252.0161095,119.0077743,155.5029734,199.1290415,238.4615337,287.5457187,117.5002097,149.0748534,219.2875625,271.8529508,292.2574227,3.287107579,7.667257102,3.290690715,0.344450611,1.179234909,2.237594564,7.38122397,19.90030726,2.128234769,1.184757881,2.120784316,6.6840074,11.13006192,2.745646242,3.215778452,2.42972481,5.926297602,5.473006133,3.551814871,8.122018892,285.6660169,5857
GM0448,274,345,268,64,72,144,429,662,137,304,145,377,552,452,628,139,274,409,282,699,120.9033728,124.6771892,194.9763402,249.734038,273.694573,117.6946907,134.5177146,189.1258559,212.0657226,318.3715642,116.729575,148.7656873,216.5592032,246.9564031,307.105688,115.5413294,146.3294524,214.4748728,277.544445,286.5306902,4.178714359,5.832432117,3.821978552,0.860189029,0.996828475,2.300083862,6.43079633,9.48563505,2.129405975,4.539740385,2.380060031,5.588456233,8.088763834,6.904096593,9.161602049,2.343916954,4.327698305,6.318683987,4.175840721,10.13507716,296.5947274,4936
GM0450,299,501,157,60,141,473,711,904,194,124,162,413,494,243,265,76,149,63,38,249,87.24978647,130.776129,148.9486698,270,194.970488,112.970025,150.8762665,166.2371667,216.3916387,281.7756362,113.8283969,158.4446574,194.2692426,239.941628,289.3217774,114.2981791,149.7510135,202.0215793,296.76051,274.5369796,4.021312789,9.505138407,2.714287723,1.021167517,1.628122759,7.147938311,12.98603984,16.80565904,3.580248649,2.135496478,2.529745587,7.717169729,9.213844878,4.507504932,4.540683153,1.123373307,2.630545519,1.224126377,0.732826288,4.234768713,281.4057129,628
GM0451,737,1068,1597,164,18,607,2084,1661,1551,82,371,655,418,715,146,88,343,332,85,121,112.8054683,157.2350732,189.7879971,256.9404807,191.3762887,115.8854699,168.6637142,188.270371,189.9396364,286.6688189,116.472819,164.6264426,198.0587719,220.1086977,313.5887113,117.8281726,158.4377539,218.3252494,257.7218354,269.3210002,5.63682221,8.516907645,12.76001031,1.355466113,0.173820792,5.501752729,16.21678081,12.2054807,11.3453385,0.614378396,3.376301374,5.059888202,3.12761255,5.404832961,1.091529851,0.789215684,2.6832379,2.621542825,0.598612338,0.920468119,226.8330844,1539
GM0453,1601,2342,3769,3753,442,826,3943,697,2704,4067,271,1341,340,1789,2788,28,100,60,138,373,116.7068325,168.261033,210.6567162,235.3907394,248.2982759,116.5166986,161.1708579,198.5227035,241.2697288,284.535377,117.6591735,169.4444208,213.3891477,255.8571894,305.7706137,120.5487782,166.674485,220.9524392,267.2675601,305.6949179,4.606804174,7.115223901,12.65051669,11.7915294,1.425740427,2.367281917,11.92616996,2.483690167,8.738875868,13.64232633,0.773488911,4.123264135,1.204984278,5.849012069,9.034638064,0.086741119,0.297463656,0.183932876,0.453681076,1.244634978,279.065973,5083
GM0457,373,460,1936,1136,356,460,426,1076,567,698,234,197,352,311,328,36,41,44,35,124,114.8937432,137.4587819,198.7614416,229.3813173,245.3418242,116.5729465,162.0352555,191.919725,192.4033252,281.4108176,117.0997721,164.2085817,208.3374857,220.9814727,282.1602751,119.3840134,156.8762945,212.2882258,227.3249982,267.308914,3.63137304,5.166210438,20.65723794,12.43492029,3.812671831,4.76621998,4.77474818,12.53666231,6.354910275,7.498285414,2.442703022,2.150895461,4.007597851,3.296745567,3.396579178,0.375509157,0.447163926,0.473941281,0.409025579,1.366599276,235.7377614,
GM0473,444,885,2076,1058,509,56,642,343,587,729,29,389,152,557,587,118,71,84,194,191,92.68491798,148.8302319,246.0304688,264.5638393,267.8481479,118,149.522585,234.2240073,270.0901425,289.7084265,118,160.9862569,239.0266768,278.8450507,307.3989393,113.9241546,163.0853818,216.6090422,287.4401815,307.0728754,4.233867249,8.252976406,22.97729972,11.41563551,5.018523169,0.479800452,6.246146032,3.736983767,6.011779345,7.488553377,0.239446192,3.73162049,1.615112522,5.982182002,5.862998072,1.08406298,0.716494063,0.862238984,2.265374372,1.778905296,293.7081103,2029
GM0479,3873,4548,9826,4832,1874,3263,6447,7456,3550,4437,1646,2644,3382,1895,5621,368,530,517,288,1894,117.518518,157.229404,185.3637748,198.4944646,254.7624669,115.1616746,153.3784248,187.0918029,195.1516681,271.4518855,116.7539057,158.8057478,204.1946894,227.3925024,297.5871669,116.9229957,147.7977249,216.2944694,283.1966438,307.6811332,5.299296321,6.806935329,14.81027277,7.40607587,2.601301114,4.466438569,9.072645821,10.65579191,5.459701285,6.321419864,2.255833748,3.721471284,4.821466818,2.860052369,8.159235304,0.494983209,0.782530498,0.789200034,0.450746411,2.764601474,241.4396196,7170
GM0482,438,683,1131,323,42,314,792,986,1050,245,194,411,357,567,332,89,145,51,52,154,119.7914927,145.9811861,180.8901319,248.6129395,276.0195032,114.8518767,157.521596,203.1984332,249.9111065,272.7214624,117.1260294,167.2690178,214.6528241,281.2239141,303.1922423,120.8308411,163.1637235,234.441853,278.9317219,320.4330357,4.197101484,8.537429494,13.92709028,3.592243329,0.502965898,3.425954904,9.529156735,12.08177756,12.74886675,2.995389589,2.318852561,5.156384603,4.294237019,6.981030194,4.01434496,0.971978645,1.6460553,0.61781612,0.670894572,1.790430001,231.7981085,836
GM0484,2879,4132,6835,2380,351,1429,5186,8138,2078,1649,1126,2259,3128,1275,1784,548,941,882,298,1065,113.9634309,159.7257398,179.5177121,246.2295476,224.399881,111.6071555,164.9339484,182.8071106,222.4521237,286.4287242,115.9453706,165.41854,199.4600528,239.4453352,302.9350751,113.4505073,156.3755876,220.1993975,298.4399491,307.0770074,5.557601893,8.495006016,14.98864138,4.994982809,0.699168396,2.773606685,10.73335399,16.700413,4.682720967,3.471186776,2.181999635,4.668207341,6.366380156,2.703625864,3.632677524,1.084475421,1.862189136,1.688626149,0.606115063,2.109021801,246.1569754,4632
GM0489,1369,2601,852,134,25,1582,4492,1865,579,151,887,1878,1042,483,406,202,393,147,66,231,116.4317417,129.195586,159.1033708,284.071941,294.9284333,112.763737,138.2316273,176.9739693,166.5888836,277.9281975,119.0009794,147.9073116,193.2225633,219.5805903,282.1194276,123.0624289,142.5817946,223.4638097,268.8094762,260.5825161,6.853247364,13.38455559,4.377181238,0.676317702,0.152141446,7.831993531,23.32295724,9.669431244,2.953124241,0.813571487,4.32840456,9.794565952,5.523452767,2.58737098,2.158854475,1.008456191,2.179684141,0.798958073,0.337009628,1.248722142,182.4583821,2083
GM0498,263,370,176,4,98,358,596,1165,82,11,428,566,830,265,192,262,714,607,309,1066,104.582095,126.8172675,185.3691583,231.7026531,217.8324351,113.5793905,141.7082505,191.3478977,220.8319374,284.298449,115.3711553,150.7697415,208.1033638,244.7477789,287.4704846,115.8027659,145.0119182,212.8079659,264.5872439,296.077566,2.830550044,4.302577621,2.056166024,0.023035246,1.190787868,3.997778393,7.97219387,13.12959865,0.791881632,0.132149569,4.744932983,7.076899384,9.267541438,2.943367045,2.526569993,3.047271405,9.126741365,7.496678239,3.63511253,13.7081667,264.6022988,653
GM0501,706,371,261,57,157,357,761,1928,344,428,199,339,834,265,242,89,169,144,112,270,105.1738388,138.910529,151.1119881,243.4339045,313.5201212,115.343707,158.3666956,173.2684345,247.1651198,296.5809901,113.5541309,148.0881693,194.9106462,267.5373072,310.4597426,119.1435274,146.4319276,202.9718988,314.39147,308.1842764,9.038381242,4.481407568,3.16532344,0.643419665,1.741019921,3.991915074,9.615983067,24.33709232,4.327037294,5.490046372,2.052078238,4.312721658,10.7071072,3.314580986,3.009214838,0.84111178,2.115816903,1.886868983,1.553382836,3.375490609,,
GM0502,1383,3024,12082,935,14,424,3029,4862,975,271,263,959,1821,465,379,70,216,93,39,146,112.1445568,168.6776573,206.9442269,168.603528,302.2791136,115.0946765,160.7143874,200.7711968,227.8174289,284.1654905,116.6655056,161.0814822,212.0052064,251.3381396,305.023791,115.7925448,151.0195843,215.8912947,237.9329398,252.5060479,4.423721884,9.738892911,38.00594904,3.219636189,0.046310668,1.282213615,9.169961817,15.97360084,3.207515332,0.832085243,0.78167879,2.860314355,6.067380149,1.516464179,1.162528468,0.211815322,0.590051023,0.267974188,0.131789356,0.510116629,210.1457343,3086
GM0503,4525,4912,13738,4961,5134,1281,3029,3217,730,5114,559,796,1138,422,1162,100,39,88,47,145,118.2585471,168.5997819,199.7856869,221.04444,256.4285554,114.1114208,162.1840537,191.419549,224.8906284,259.7909528,116.3652649,162.0642075,208.3809274,246.7086557,289.0268113,113.2065212,166.0993282,237.6786511,275.448987,309.8105364,8.209560763,9.223668433,28.25910282,9.845384316,9.729888469,2.318270923,5.895877068,6.72455631,1.372401597,9.644068416,0.996669811,1.615870977,2.388304732,0.784677018,2.155240527,0.193846338,0.073971046,0.194810668,0.087013478,0.286816286,261.1813633,4376
GM0505,2064,4392,8578,5556,3381,1178,4962,6448,2275,6233,697,1908,2621,1462,2213,375,359,160,145,463,114.1619158,141.7660918,176.7252095,234.0629673,251.0599838,117.5274154,158.6652111,194.2325416,228.6584289,285.5902165,117.1178789,162.4963704,209.9581444,249.3607287,303.4000938,116.6449708,166.4572528,225.8015053,277.9304772,317.9289385,3.555988795,7.801344754,15.40018293,9.724519915,6.156802635,2.009162644,9.014165975,11.71850074,4.079625645,11.7126118,1.162636741,3.492094734,4.832901691,2.593516885,4.052922838,0.617859963,0.67738672,0.282624877,0.256850863,0.858298852,257.6610045,7262
GM0512,1047,1199,2695,1643,688,785,2390,1036,878,806,662,982,462,476,564,205,158,122,136,230,127.0395657,167.2685616,205.1035949,240.9204764,242.0578602,115.8855137,159.1550382,192.5009113,222.8728825,261.5926706,116.238339,171.4250544,207.9764262,244.0374555,285.1470944,115.2066137,156.8240159,207.9137945,279.1604112,308.8906786,7.201585557,7.53919531,15.39913305,8.710750014,4.455576844,5.656799308,13.04828487,6.094457293,4.170368432,4.717539659,4.513010586,5.427488585,2.726756853,2.2600309,3.071944466,1.379302173,0.895957592,0.716517379,0.810582321,1.204718812,233.8254994,1922
GM0513,1942,2788,5340,2270,1124,699,3413,4270,1177,4726,345,1082,1880,507,1329,78,125,95,63,220,122.1101555,163.6704885,209.375319,242.2735281,234.097178,116.6970484,170.2154913,199.2330568,237.4812628,278.3762597,116.7618148,174.5918026,213.9525594,256.4336581,292.9634488,112.2725759,159.8981255,202.1961729,291.262692,293.7176586,5.421327003,8.398550692,16.10055488,6.796914841,3.221012996,1.868526622,10.40754365,12.93041233,3.606173813,14.17341273,0.915250846,3.240060881,5.676970077,1.528451046,3.951593816,0.200475048,0.387474898,0.301295028,0.195169976,0.67882882,242.3319528,3217
GM0518,16752,34317,31729,37218,84640,7562,13675,3641,1983,16816,2782,4363,1177,898,3339,682,638,270,210,486,116.3751514,158.2852198,197.7956467,229.9612917,252.4164639,111.2854932,125.1524602,185.2717711,240.7693812,271.238216,115.3112765,130.5485448,207.2050368,267.1970593,304.6303504,114.9880604,126.7061119,219.7074594,290.7244641,303.0661952,6.992743275,12.64617213,12.18437925,13.96310748,32.50971689,2.918613323,4.873970688,1.363023297,0.741008645,6.292190144,1.088579912,1.533849176,0.4379025,0.3348722,1.243477686,0.265440749,0.224287705,0.119657121,0.078150568,0.188857249,235.7481278,22389
GM0523,358,484,778,104,95,254,461,1039,331,129,228,362,529,462,711,119,282,147,89,505,121.1969047,166.31626,178.9555758,152.6682813,323.4324761,115.173304,156.6333392,168.9725003,210.2197456,286.1829705,115.9086795,163.7013131,193.8237303,245.39716,313.4490672,118.3606879,155.3955151,219.0669813,307.9609628,319.9038565,4.791320473,6.475865905,10.66192208,1.328844747,1.208343527,3.469568248,6.282003659,13.59091842,4.382784087,1.814861554,3.281903002,4.857409876,7.020736311,6.310409564,9.500611282,1.623148556,3.689687152,2.081547516,1.070254288,6.557859749,230.2188628,691
