geo_id,households_number_of_apartments_2005,households_number_of_apartments_1985_2004,households_number_of_apartments_1965_1984,households_number_of_apartments_1945_1964,households_number_of_apartments_1945,households_number_of_terraced_2005,households_number_of_terraced_1985_2004,households_number_of_terraced_1965_1984,households_number_of_terraced_1945_1964,households_number_of_terraced_1945,households_number_of_semi_detached_2005,households_number_of_semi_detached_1985_2004,households_number_of_semi_detached_1965_1984,households_number_of_semi_detached_1945_1964,households_number_of_semi_detached_1945,households_number_of_detached_2005,households_number_of_detached_1985_2004,households_number_of_detached_1965_1984,households_number_of_detached_1945_1964,households_number_of_detached_1945,input_households_insulation_level_apartments_2005,input_households_insulation_level_apartments_1985_2004,input_households_insulation_level_apartments_1965_1984,input_households_insulation_level_apartments_1945_1964,input_households_insulation_level_apartments_1945,input_households_insulation_level_terraced_2005,input_households_insulation_level_terraced_1985_2004,input_households_insulation_level_terraced_1965_1984,input_households_insulation_level_terraced_1945_1964,input_households_insulation_level_terraced_1945,input_households_insulation_level_semi_detached_2005,input_households_insulation_level_semi_detached_1985_2004,input_households_insulation_level_semi_detached_1965_1984,input_households_insulation_level_semi_detached_1945_1964,input_households_insulation_level_semi_detached_1945,input_households_insulation_level_detached_2005,input_households_insulation_level_detached_1985_2004,input_households_insulation_level_detached_1965_1984,input_households_insulation_level_detached_1945_1964,input_households_insulation_level_detached_1945,input_households_share_of_useful_demand_for_space_heating_apartments_2005,input_households_share_of_useful_demand_for_space_heating_apartments_1985_2004,input_households_share_of_useful_demand_for_space_heating_apartments_1965_1984,input_households_share_of_useful_demand_for_space_heating_apartments_1945_1964,input_households_share_of_useful_demand_for_space_heating_apartments_1945,input_households_share_of_useful_demand_for_space_heating_terraced_2005,input_households_share_of_useful_demand_for_space_heating_terraced_1985_2004,input_households_share_of_useful_demand_for_space_heating_terraced_1965_1984,input_households_share_of_useful_demand_for_space_heating_terraced_1945_1964,input_households_share_of_useful_demand_for_space_heating_terraced_1945,input_households_share_of_useful_demand_for_space_heating_semi_detached_2005,input_households_share_of_useful_demand_for_space_heating_semi_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_semi_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945,input_households_share_of_useful_demand_for_space_heating_detached_2005,input_households_share_of_useful_demand_for_space_heating_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_detached_1945,input_buildings_insulation_level,number_of_buildings
GM0629,376,916,1258,543,244,109,399,1327,776,1597,93,217,704,488,1682,117,190,197,244,753,120.2466082,152.3188259,177.2682019,230.929831,213.574424,114.0020439,169.5657433,185.3406151,185.8500067,262.028604,112.8368238,169.2640936,201.2513555,247.8571761,299.4680565,98.82577576,156.3036225,205.3704293,264.7965695,301.6385736,3.312194367,7.604217993,9.787509268,4.777602922,2.362690433,0.997456678,3.263977543,10.84341592,6.011544309,12.37546096,0.882823433,1.794893858,5.881638369,3.875699623,13.42491963,1.111473734,1.50354628,1.791240735,2.01570975,6.381984205,263.4728975,1442
GM0632,1666,1699,2118,222,416,758,2472,3683,895,901,328,1406,1764,789,785,365,576,378,254,651,117.3931336,147.1355827,147.0519521,220.1986335,239.8779228,114.2021424,155.3882196,183.0677584,212.9221103,295.9994934,115.6921997,159.9910049,192.2721834,230.9770778,298.0364378,114.2708563,148.8169814,218.6281383,271.1529784,302.1172713,7.465968688,7.341236178,9.327748591,1.006166455,1.855162188,3.523556497,11.2124623,16.52807309,4.191706064,3.831474193,1.351143353,6.433240096,8.024344062,3.990904065,3.392149223,1.541448287,2.567330967,1.837796392,1.29405986,3.284029458,248.5679103,2229
GM0637,3347,6748,13298,523,61,2510,9748,10093,446,142,1116,2817,3406,363,338,468,392,237,49,144,109.8404809,167.9351539,237.9862266,270.4428428,270.2337938,111.5326551,156.0076368,195.0509396,226.4951212,294.885503,115.5700599,157.0105637,211.1421412,247.4585974,298.8460245,115.0743454,146.8125726,214.1464068,241.2532575,287.6920038,5.804156309,12.06843275,23.79342826,0.961494501,0.108710157,4.400751115,17.29865017,17.87393574,0.8210886,0.258689189,1.890444265,5.046410406,6.086139138,0.692319759,0.634710207,0.817580404,0.68910432,0.407219077,0.090183565,0.256552068,209.3941687,4582
GM0638,268,233,190,8,36,105,327,816,168,99,74,162,375,99,200,51,75,71,28,145,107.4502482,121.492743,208.5219082,173.3538293,294.3609272,117.4369052,165.6418598,193.1486088,205.5192339,271.4935869,116.3402053,174.1483826,207.3357613,205.6336783,298.1138983,118,150.1740755,205.1737022,264.4063681,339.7680663,7.387148545,6.239842353,5.138680899,0.233117991,0.929714889,2.768466602,9.456261173,23.71759711,4.533502821,2.455683639,2.106623366,4.59648023,10.95458661,2.773980753,5.753291078,1.428527896,2.332340786,2.163796406,0.819576978,4.210779875,273.2346953,518
GM0642,804,1382,3730,2041,72,184,1618,3340,1955,623,74,788,1552,1126,587,42,145,205,97,184,131.4213706,170.2141667,162.5975491,236.4465374,233.931343,116.6209194,165.3727993,200.4952374,237.4109905,276.2676732,114.9072205,174.0194403,212.7870159,250.5855028,299.3834755,126.7787688,158.5496013,213.7973086,282.1563007,308.349205,4.084669217,6.930912745,18.24703787,10.18448937,0.364071614,0.9183005,7.640134425,16.00793506,9.29732931,2.952849998,0.38211252,3.831081339,7.422701747,5.475983945,2.780868175,0.206118888,0.760678015,1.093486878,0.476573485,0.942664898,234.6205932,2579
GM0654,410,223,60,9,6,144,439,1092,194,225,224,707,1099,528,629,365,627,764,471,1531,118.8020964,146.2275617,144.7008213,240.8424554,262.1130717,115.6119239,177.4915626,206.9065907,250.9600604,268.4452318,116.6162846,171.023689,220.6111301,268.4717064,300.8920052,119.5017307,154.0816312,218.7475481,289.06509,305.967053,4.022092737,2.331528644,0.547666188,0.087969445,0.070375556,1.441571089,4.530482823,10.70596608,2.164273917,2.45823848,2.21000675,6.843825475,10.76590936,5.597760839,6.782782575,3.684538186,5.976085845,7.435899316,4.926317131,17.41670957,244.165335,1392
GM0664,1142,950,1177,853,370,548,1049,2495,861,890,538,1046,1527,703,1317,351,1093,477,303,780,126.5293915,179.2818561,234.6751866,239.6313327,242.1246032,114.1939596,165.1710322,185.7113604,252.3855003,282.2964834,116.6097834,165.0966386,200.4616816,263.6088912,298.5294377,117.4217738,146.9190831,222.8691771,279.4368875,297.5887342,7.309220458,4.983822033,6.189301889,4.373528562,2.019117976,3.441219232,5.600275807,13.63388511,4.542807142,4.795843994,3.050128752,5.441446521,8.139645746,3.654453148,7.066072874,1.991075619,5.667233251,2.429276712,1.598277738,4.073367438,245.3264088,2570
GM0668,350,211,216,93,100,261,431,483,123,37,335,563,1036,413,260,283,513,788,523,1166,122.2907579,136.1333181,179.8231868,246.7215174,265.8850768,116.5287862,145.1237419,178.2714735,222.5851053,248.8544774,121.1595575,149.0690979,199.2236298,262.4546584,310.849996,132.9951925,149.8884726,227.3446017,286.5887008,307.82382,4.054926734,2.322439028,2.605082147,0.768169975,1.104298796,2.682227566,5.549342739,6.019587966,1.547734147,0.452416659,3.734582227,7.371811091,12.8784591,5.181511239,3.319766419,3.089503096,6.619425431,9.73242068,6.459169397,14.50712556,287.1700803,642
GM0677,389,475,222,144,108,153,378,1339,425,392,278,687,1498,802,788,479,1536,1211,580,1640,116.7508821,142.2808934,147.7139011,137.4427747,208.7811074,114.5802998,149.4730152,177.5035023,250.667019,303.2090674,112.7574538,162.6937428,204.5748883,279.7789691,332.4314477,115.0893414,150.996368,225.6126842,297.8462471,320.633673,3.218434244,3.457450879,1.576654269,1.055727118,0.823009173,1.145400053,2.711556506,10.01226773,3.165160279,2.819281761,2.226616261,4.9655652,10.99933717,5.883447161,5.899458784,3.764124468,11.03479428,8.964860375,4.297021093,11.9798332,290.498376,1286
GM0678,164,147,171,2,2,233,235,639,126,98,228,364,563,388,454,262,458,240,168,472,138.5590814,154.0625598,172.9283928,358,,118.4621819,156.7693557,196.1647876,242.8809761,264.2217962,116.2984159,163.9363217,209.2474282,275.8294627,303.932882,112.8071171,142.7060129,210.821751,292.3370018,292.0610527,3.077097609,2.503759712,3.068322524,0.046396446,0.029573492,3.832482166,4.376488977,12.52747668,2.522327987,1.704936058,3.650096138,6.801418364,10.75864249,7.127987286,8.684522592,4.402426384,8.398532379,4.559699184,3.140171565,8.787641965,268.4244678,882
GM0687,1056,1952,2340,770,832,482,1138,3927,1025,2428,558,1074,1865,786,1338,274,777,505,210,421,129.7102148,161.364117,159.5100035,216.3089273,246.0395313,114.8283456,156.501821,175.9448842,196.1590585,277.1032761,118.5313128,155.5680173,190.2764125,218.4306424,309.8922678,116.5494851,143.7090959,213.8646958,269.6648143,306.3058831,4.085645797,8.586755045,10.04670738,3.036263564,3.396037073,2.030171934,5.106984971,16.69978689,4.261849157,9.881265105,2.291339663,4.983130798,7.756834653,3.116795009,5.469092725,1.126487265,3.574189206,2.015106419,0.851581756,1.683975592,273.4938955,3722
GM0703,530,200,404,28,51,183,316,828,516,239,293,560,970,771,899,292,684,398,302,768,120.8816414,147.5634687,218.0429813,272.8631436,195.6978357,112.8675374,152.0160329,200.7952781,262.8955251,286.5163848,114.6368233,160.7690788,222.3356764,269.1570383,310.4177168,114.1534021,143.2615319,223.6724849,299.3513788,323.7065336,5.307368579,2.25078907,4.884830066,0.287913707,0.471082966,1.754039263,3.701751903,8.867492931,5.645251026,2.338887163,2.868929681,6.699846622,10.58571731,8.414421263,9.708356441,2.822284278,7.728537996,4.250369499,3.152214455,8.259915783,281.048498,1239
GM0715,777,1619,2256,173,112,311,1101,4052,1651,1598,432,1320,2673,1347,1703,493,1427,1359,624,1907,115.3766924,169.7551021,181.8039578,162.1849128,249.4747924,116.8848543,154.3062037,189.7770793,248.3501975,287.4738416,117.7655377,155.604742,210.0983567,267.8218619,305.4715872,117.1420997,151.4056409,223.3383535,302.2798871,309.1079454,2.603278138,6.133618441,8.259897014,0.638563934,0.388112369,1.071450034,4.354649674,14.50603828,6.068787915,6.073304521,1.448385715,5.038044753,9.637921274,5.189351067,6.448077591,1.639336733,5.588812366,5.045403377,2.353984431,7.512982373,251.4562311,3946
GM0716,481,304,289,24,17,310,619,1547,379,1133,309,706,1177,508,926,275,611,398,258,680,96.06941681,168.3828425,216.6787386,375.8217822,235.9198891,115.7232111,145.2446313,195.0545129,253.3147916,272.7624997,116.8199759,156.5820352,213.0309391,266.5433288,306.9533467,118.0295668,148.6446768,231.0285555,292.3164143,308.5550896,4.848724971,2.587449298,2.594704755,0.302797684,0.16174963,2.993730097,5.458728091,14.28475562,3.482272419,10.45999099,2.85929367,6.248929015,10.61569853,4.703046301,8.216692998,2.578089017,5.629986579,3.491484125,2.299063477,6.18281274,245.477634,2095
GM0717,368,234,353,135,128,137,300,1191,447,248,276,680,1132,722,569,408,795,1169,478,1164,112.5313188,150.3220194,193.1259386,254.303422,221.2421398,117.2549163,150.1906992,178.1355408,246.1785608,269.3795908,116.9484017,156.9409957,206.1629069,267.20828,300.3828505,118.8043598,155.8242147,223.6971784,279.4233687,306.7832985,3.702818666,1.853514164,3.110964956,1.299869327,1.339836353,1.384334956,2.613234335,10.37275566,4.127276406,2.333811832,2.842759963,5.929160304,10.25384509,6.545999595,5.037628187,3.935340583,7.19329703,10.90557505,4.442555324,10.77542221,291.0873012,5509
GM0718,722,1704,2606,1923,1278,410,1233,3543,1623,1741,162,675,1721,1008,841,118,443,429,305,240,123.7348517,166.3570274,213.7342329,239.8401515,261.7971095,114.6196389,145.8772916,180.0597897,203.9394845,279.0400821,114.4737771,152.4440453,199.189236,220.5415265,286.4159576,118.2762378,134.0615022,216.5806906,283.4300984,300.33318,3.336396603,6.772147913,11.87658794,8.945111373,5.342059844,1.718678161,5.479188065,15.37987237,7.349016011,7.627006335,0.674963316,3.09864304,7.391002681,4.626313616,3.678576265,0.481247273,1.905439152,1.845351512,1.425406784,1.046991745,284.8776017,3586
GM0736,995,1218,965,152,225,455,2135,3472,1012,162,318,1009,1934,1068,568,287,681,804,352,615,121.4763743,157.2680682,165.472989,172.794009,229.819425,118.0925519,167.4533331,190.7213575,202.9568976,268.18345,121.2059363,166.1653946,202.8559596,239.3757127,288.8522943,114.0624496,157.9134508,213.7101778,269.2051736,292.6391604,5.90188358,6.87850637,5.388616279,0.835841683,1.231759496,2.531312108,11.56666214,18.35863283,5.393606093,0.862089472,1.724028565,5.528385753,10.51658655,5.628838226,3.075693974,1.514442709,3.59795661,4.226850886,1.967968949,3.27033773,254.347522,3199
GM0737,357,858,133,122,96,146,363,1682,525,47,394,1005,1820,656,262,481,1313,923,551,2308,111.1299426,157.0823404,185.6806789,275.3543346,205.220038,112.4455862,171.9260875,207.9548986,209.1850582,312.9550749,116.0985454,160.7511482,214.1920704,235.4472042,279.8898031,68.79165579,151.25691,216.9396955,281.2366417,304.7712193,2.931099243,6.444804835,0.995138099,0.976732894,0.700804913,1.186225777,2.63601559,11.40300945,3.629896657,0.260618452,3.152655884,7.203039242,12.04300777,4.609612658,1.913559702,4.035317731,9.380087932,6.121972663,3.666819637,16.70958088,276.9185749,1684
GM0743,269,326,264,34,37,162,488,952,249,58,144,555,842,337,198,236,480,535,383,338,112.2049775,157.0788149,167.1996765,167.1861091,118,108.8258258,168.2152545,189.0509498,204.5868052,319.1116334,111.9795368,166.8837761,200.5770477,245.4805287,313.5555713,118.7092115,157.7130784,223.4721703,270.6206856,297.0310923,4.04120255,3.509852673,4.118459284,0.508356337,0.700658849,2.538424392,7.334314755,14.12361624,3.862563432,0.816602507,2.252195805,7.843881278,12.37661467,5.340825558,2.72947768,3.475459959,7.011351157,7.377998578,5.38767148,4.650472812,260.9786859,711
GM0744,86,107,63,15,62,101,163,261,47,37,104,145,283,125,105,110,234,365,209,272,97.42347087,95.92735721,204.6960748,214.3586094,289.5447979,115.8967909,118.2200604,187.899601,250.271585,254.1690731,118.4275778,156.0150594,220.770971,249.0862567,315.5463277,114.7179395,161.8844696,236.0787117,296.0421042,311.5219362,2.865356721,3.54965872,2.23271495,0.5875153,2.233063417,3.339968725,5.685151387,9.059792575,1.596501392,1.246553444,3.457314975,4.973494732,9.958488873,4.113216916,3.806304639,3.490680687,8.319126045,12.88090706,7.2281631,9.376026344,291.0400817,1400
GM0748,1743,2044,3549,886,703,934,2578,4195,1539,2763,431,1339,2455,1158,1269,405,874,948,374,589,108.7585516,151.8719967,204.6993229,176.2229374,231.3062454,112.6225253,160.7552745,177.0263118,202.6210363,276.5378561,114.7441452,163.0500824,198.435388,236.0728572,288.9019221,114.4987624,153.4135323,213.5178054,264.6270397,294.1576007,5.150513636,6.209035366,12.33710873,3.071244524,2.197496372,2.772333362,8.700793227,14.07622205,4.689093022,9.028612117,1.212520924,4.414753852,8.180581406,3.584617593,4.214487022,1.237856548,2.912553234,2.95060758,1.17261689,1.886952543,253.8935102,5683
GM0753,391,1251,714,131,14,368,2079,1617,1067,35,331,1183,983,623,220,154,828,363,230,109,99.99600219,144.6298534,171.1579149,241.6950029,118,111.1799022,154.8015029,200.0048216,236.832606,286.6412804,114.3288754,159.2306117,206.834418,265.501509,301.7101888,108.097835,150.7574371,212.4062692,280.7601768,263.5699026,3.536181268,10.26486944,5.44854483,0.991302788,0.09602759,3.358608109,15.7751102,12.33706147,8.803258792,0.250425304,3.128095585,8.845041949,7.703677634,4.988214413,1.510887407,1.331083007,6.250613065,2.780400773,1.820124874,0.780471499,241.0954557,1349
GM0755,217,175,96,15,29,282,128,113,17,11,281,334,624,111,115,212,365,597,307,212,117.3648254,197.173093,204.3277926,234.9046729,249.1716227,115.5787041,165.4560916,214.505794,254.7542503,225.67,113.8953511,170.935622,212.0692662,263.4687272,319.307389,118.0156807,156.801517,226.3930929,300.3012041,315.9604588,4.958166582,4.093442347,2.442731327,0.371423555,0.704896263,6.723333496,2.758103471,2.941824187,0.331843657,0.334015725,6.557773679,7.431427525,14.82828297,2.505600616,2.862724726,5.076182253,8.370665745,14.01218892,7.677293507,5.018079446,255.8369036,252
GM0756,818,650,292,120,159,294,821,980,300,132,296,949,1549,708,380,288,965,1348,803,696,106.0635211,134.7178677,174.4074907,249.4043377,268.3889162,103.0992529,133.4180947,180.0720635,233.2101162,266.6864048,108.3148932,147.9118034,196.0466389,256.5707021,272.6000536,116.9259796,144.8302038,211.398148,276.6713252,303.3101683,6.841606657,5.243953699,2.134080119,0.910289646,1.427919134,2.578012482,6.633360004,7.681463701,2.383826746,1.015181096,2.713244786,7.647132875,11.97422521,5.638107431,2.940417133,2.297754307,7.48606177,10.8254334,6.267392116,5.360537686,252.9450185,
GM0757,790,970,1075,360,378,357,846,2288,460,234,152,679,1648,602,526,163,529,654,269,429,120.7404721,179.0980418,211.5940302,174.7253604,235.2101752,109.8324002,166.0847787,180.957485,184.7676177,292.4958731,117.855164,166.9303626,202.4892138,234.943008,299.7318107,113.4434582,146.0582798,208.5711089,260.8283131,276.4607121,6.168409218,6.895705867,8.041852944,2.66680061,2.889907466,2.727728992,6.301777979,17.13424989,3.363979814,1.666584438,1.158808292,5.164309481,12.11684221,4.385595223,4.017092442,1.248209548,4.071184957,4.820574336,1.970532855,3.189853433,283.392183,1271
GM0758,7419,8157,9833,3889,3217,1699,7622,9416,5489,6257,846,3619,4846,2767,3086,845,1584,2011,817,1185,118.2644971,160.9976855,198.2022997,222.0150543,253.67941,113.5429413,153.9777637,189.9547449,229.4320105,273.0012539,115.4977748,164.1020544,211.5930871,257.2776112,301.363427,113.2949194,153.3973119,218.841018,281.5185294,296.2409191,8.220895321,9.473063543,11.79477926,4.712913205,3.782252077,1.92461713,9.068073646,11.21399301,6.768377767,7.667705163,0.959032262,4.29532137,5.652811056,3.25620507,3.754853935,0.935750888,1.770679566,2.38450061,0.9605555,1.403619621,228.4140007,12414
GM0762,710,594,404,103,48,384,1044,1819,324,37,340,1090,1732,893,315,373,925,1283,969,502,83.55385126,155.566599,186.9947139,174.2148923,208.7209253,108.7733814,158.8634926,167.7894385,234.1353922,229.0941935,120.5490709,160.573497,197.0104089,242.5150092,295.86695,121.882375,149.767049,223.2232218,291.5747032,287.6690741,6.217344441,4.216188597,2.808687173,0.740665071,0.360849512,3.177203001,7.48945834,12.80811267,2.251062536,0.249564275,2.712506292,7.467943194,11.97197058,6.419579201,2.312183812,3.061789748,6.380753019,8.906414253,6.941934978,3.505789305,259.3262709,905
GM0765,75,162,139,51,219,25,84,672,307,41,116,347,733,456,242,99,520,271,159,1025,118,135.2947035,193.8016912,235.0092413,208.287207,122.1694764,180.0770116,219.2852616,258.0551783,296.650666,123.6480571,177.005001,233.616536,259.3132301,315.8910116,126.9236422,161.2410475,213.9407386,291.8030568,326.649998,0.733864283,2.669421403,2.110671612,0.876506905,3.424450805,0.295984608,1.369845733,12.13845258,5.345477346,0.789229991,1.411334972,6.26809898,13.1780664,8.056294544,4.49345283,1.254442105,9.001296072,5.222317847,2.80159827,18.55919272,257.4113488,499
GM0766,382,572,654,11,66,563,1128,1865,478,152,401,706,1104,732,515,179,465,558,234,547,105.9702057,106.7646049,174.5340368,166.159641,236.2093124,110.6062698,148.970545,182.8828743,221.0199078,306.4525199,115.6639501,162.141786,203.4680971,252.5580207,300.2494995,120.3392012,160.8089621,210.1406007,278.0470459,305.6132537,3.449609585,4.754996547,5.894607047,0.109849253,0.565988188,4.987330011,9.251447524,16.80410909,4.322049888,1.370711875,3.46038433,6.131723918,9.968620366,6.434141544,4.651597646,1.640418727,4.268079527,5.075895518,1.983930168,4.874509248,259.8833517,1165
GM0770,437,328,188,140,219,304,510,753,65,13,340,608,1200,349,163,290,588,1008,606,284,106.9685269,128.6593594,147.0955545,199.6799285,282.2409892,114.8609555,151.477297,194.1381162,257.7550063,166.9057705,115.5562974,160.5285017,198.0490058,254.9778994,300.7297523,115.4798723,152.9686317,213.4317993,271.9196011,318.3051376,5.348717635,3.864952154,1.994515506,1.773565208,2.648699127,3.702880663,6.638935737,8.6299322,0.639814195,0.176538669,3.904704309,7.755645458,14.30673545,3.752212436,2.134918814,3.139866328,7.145449877,12.5216356,6.504397501,3.415883136,255.6439933,1056
GM0772,8460,10633,13515,7895,3388,3537,8689,14155,11939,8657,1340,3240,5148,4351,3692,738,2015,706,366,515,116.2341392,156.0170771,198.2487839,233.1017168,206.0609751,113.4895241,153.4534397,201.5753037,225.9199254,251.2998711,118.3700725,159.8697105,209.1913207,240.5177241,277.809291,116.2840473,147.9266916,205.022538,259.4226714,282.205429,6.837513474,9.544600765,11.94712129,7.070576886,2.656076005,2.84551299,7.872633973,12.78992278,10.8396297,7.828718301,1.05282696,2.931804301,4.608982708,3.920622208,3.365249088,0.578528324,1.866190645,0.644968595,0.340169912,0.458351094,234.0933835,14530
GM0777,1241,1396,611,75,102,1118,2514,3907,969,56,531,1289,1837,710,124,336,809,759,376,301,93.71097454,133.5955771,157.3786368,145.3090166,278.0495464,111.9241584,144.4864581,187.7537315,223.9364929,262.4621853,116.2024729,154.3063436,207.0219129,251.08825,319.1365878,113.7955615,149.1399311,215.6652349,272.6774716,309.7339681,6.401317559,7.364496209,3.201923615,0.331040653,0.432240782,5.5093691,13.44996445,20.92026745,5.123128377,0.275614244,2.533584703,6.790553945,9.807438829,3.699176925,0.6575279,1.53529689,4.357836519,4.012083836,1.977270246,1.619867765,193.9869313,2104
GM0779,568,725,413,55,71,364,777,1816,517,275,166,530,1347,542,344,69,253,351,136,310,133.8184799,167.9273742,229.7929831,236.3186279,265.3012145,117.4385314,169.6643048,169.0241668,178.0415865,247.660172,117.9740969,181.8610437,185.6876366,204.7748936,293.2066105,117.3104709,158.5425395,211.9830067,255.0106093,316.7035606,5.116990797,7.105811499,4.71444581,0.540172819,0.676743952,3.508067464,8.003976613,19.18621654,5.558319472,2.870821186,1.577393736,5.666702461,14.10849494,5.72653444,3.58717705,0.621110207,2.710688533,3.749051827,1.510993091,3.460287559,273.2338265,1013
GM0784,666,532,326,12,68,422,1052,1897,599,83,253,730,1290,841,455,239,603,449,250,540,102.299912,133.5877479,149.7944179,358,240.3195317,111.7516116,154.0608223,165.0510553,188.9955733,290.3651145,115.066197,161.2974002,180.9700595,218.7470853,310.5081404,114.919004,153.6717806,225.3137497,275.4181446,306.2595333,6.322949604,4.471531452,2.786396042,0.098222829,0.607705417,3.57179197,9.173538519,17.08992634,5.257628281,0.780030409,2.053664371,6.560313385,11.66799717,7.123813695,4.17795057,1.942245267,5.22492762,3.961541315,2.169192207,4.958633543,269.254137,1491
GM0785,515,408,631,32,42,441,1073,1872,319,222,243,614,1479,587,369,190,364,543,188,229,103.7472014,110.1052119,134.7686035,246.2834738,196.3414888,112.5592961,144.38729,177.9832233,207.4484955,273.3051142,119.140058,158.041221,197.738515,246.8362086,303.5956897,122.7453495,155.0464078,216.5115042,267.5649105,328.5643448,4.979663339,3.951884751,5.532722747,0.312625076,0.442027049,4.677366244,10.6391338,18.42506446,2.84663317,2.146459171,2.587040829,5.985471974,14.37999136,5.314678846,3.549461434,1.924709811,3.34920899,5.09398068,1.705062839,2.156813432,276.9352268,733
GM0786,361,165,235,69,156,71,355,982,359,114,43,372,785,325,122,44,241,324,151,185,115.2681545,150.4226222,186.3739407,231.3461233,283.6882515,115.0268965,150.5928763,190.6329553,193.5873649,311.4768191,115.6182707,162.314304,202.889902,216.6280657,297.2986491,118,147.6230695,230.2067303,289.5560499,294.3631581,5.259238969,2.992127731,4.607187086,1.186482691,2.721295443,0.944489026,7.035948935,18.18593485,6.413266153,2.176882034,0.583475758,6.940173842,14.624606,5.921418127,2.516531572,0.617040444,4.55356075,6.179036732,2.956634041,3.584669812,252.9450185,
GM0788,381,173,101,31,115,223,320,209,15,21,179,499,914,370,269,176,469,742,308,437,109.7453466,138.1951283,178.7031048,236.3800366,222.7194192,115.8601442,157.1287534,184.9107861,288.7574069,280.7385827,116.9212461,160.9175914,199.7965548,264.6184602,297.5394402,117.9741295,158.8304832,223.5174418,268.5410345,292.8636691,4.535051767,2.99023921,1.787988894,0.486215904,1.807091048,2.506621928,5.687107642,3.813273033,0.257126836,0.410080831,2.183389789,9.152712369,16.17455447,6.256570639,4.744537194,2.422827757,8.550561439,13.37775306,5.374087633,7.482208555,0,0
GM0794,2391,3591,2572,1373,223,1969,6931,5075,2845,1206,837,3460,2458,1738,997,478,1329,576,389,431,104.5611753,164.3864374,153.4972013,222.1413086,216.5156708,110.6657467,152.740701,172.6102135,198.8569627,244.2951668,115.2250158,157.5897235,196.0276306,226.8148929,281.7986023,115.7934219,145.5636403,216.1628396,277.630675,313.2529548,5.665714899,9.362780469,6.248275063,3.545795321,0.554954622,4.566407547,16.49110424,12.58822569,7.22530028,3.058383527,1.895916948,8.200792219,6.103026532,4.275969457,2.452634183,1.135247632,3.098104581,1.428621227,0.98186749,1.120878072,237.9849884,4496
GM0796,5948,7288,7138,4075,3807,3349,5902,9728,4018,2552,1650,3168,4921,2557,1029,751,1493,2004,1050,461,119.6708277,153.2924148,192.0695252,221.143222,253.5335747,113.6375512,162.9691588,179.3142926,183.314493,263.7770371,117.1112334,169.260961,195.6676084,223.2033333,305.2720741,118.3969469,156.5891621,209.9919001,269.7906029,300.4245937,8.014221013,10.65661731,9.626518107,5.481320331,5.234487125,4.565491631,8.309771906,13.21245821,5.491246867,3.508696119,2.293364364,4.349376095,6.644789585,3.444312035,1.406373367,1.004940701,2.050444874,2.649135732,1.42673776,0.629696867,215.6067989,8502
GM0797,977,1248,392,108,71,617,1702,3374,1148,173,503,1299,2103,1383,402,451,1048,928,504,762,101.7369439,133.4366337,155.7234073,254.9528649,206.9452113,115.0253381,158.820134,169.8157632,232.3181396,277.3015562,117.2509864,160.5892543,190.0690238,266.6346488,290.7063172,116.0220992,150.900417,217.5617099,286.5170797,305.5955878,6.243932374,6.902650379,2.00671834,0.559971723,0.376480105,3.204102858,8.43171198,17.53577307,5.955565758,0.804790119,2.431646994,6.445096883,11.0385689,7.036412229,2.026253619,2.203088186,5.842699657,4.618990722,2.53932218,3.796223919,247.6683929,2069
GM0798,286,227,69,119,32,181,493,602,110,75,248,590,839,369,217,230,572,686,446,307,95.79653507,110.8149188,139.7335625,335.1078838,130.5833809,113.2683324,153.5092087,175.4405899,224.6579593,286.3166596,117.0604584,159.596597,201.2570497,258.0379139,293.6529153,118.8761655,151.7725365,217.6429294,265.8106348,278.3499412,3.714281464,2.977705707,0.829376502,1.981987488,0.493235155,2.946745319,7.245776018,8.291030856,1.463662356,0.959289503,3.757505381,9.028249946,11.98022234,5.205486502,3.195353208,3.681551912,9.447099756,11.1079838,6.885549903,4.807906881,268.3014309,1074
GM0809,685,567,391,31,30,300,1020,1440,510,112,236,680,1294,692,458,141,449,642,285,345,107.29103,148.5882089,146.8898594,235.0743672,192.6300529,115.0643056,164.6067567,187.2769164,224.5298571,310.4677676,117.0918308,169.9622862,208.8562264,252.5238236,310.8846595,116.3694494,154.8316789,221.7305917,283.2254184,307.0678143,6.54333153,5.825779751,3.603392929,0.292734672,0.296570433,2.998056989,10.58027123,13.75622815,4.812742132,1.07089147,2.348464307,6.714565177,12.55383622,6.409079907,4.507415584,1.471794594,4.482998983,5.835858542,2.557447129,3.338540268,249.9449254,1093
